orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
4.632,0.8,-0.32075471698113234,0.5,-0.2
4.64,0.8,-0.3132075471698116,0.5,-0.2
4.648,0.8,-0.3056603773584908,0.5,-0.2
4.656,0.8,-0.3,0.5,-0.2
4.664,0.8,-0.3,0.5,-0.2
4.672,0.8,-0.3,0.5,-0.2
4.68,0.8,-0.3,0.5,-0.2
4.688,0.8,-0.3,0.5,-0.2
4.696,0.8,-0.3,0.5,-0.2
4.704,0.8,-0.3,0.5,-0.2
4.712,0.8,-0.3,0.5,-0.2
4.72,0.8,-0.3,0.5,-0.2
4.728,0.8,-0.3,0.5,-0.2
4.736,0.8,-0.2,0.5,-0.3
4.744,0.8,-0.2,0.49634146341463403,-0.3
4.752,0.8,-0.2,0.4865853658536585,-0.3
4.76,0.8,-0.2,0.47682926829268296,-0.3
4.768,0.8,-0.2,0.46707317073170745,-0.3
4.776,0.8,-0.2,0.45731707317073195,-0.3
4.784,0.8,-0.2,0.4475609756097564,-0.3
4.792,0.8,-0.2,0.4378048780487809,-0.3
4.8,0.8,-0.2,0.42804878048780537,-0.3
4.808,0.8,-0.2,0.4182926829268298,-0.3
4.816,0.8,-0.2,0.4085365853658543,-0.3
4.824,0.8,-0.2,0.4,-0.3
4.832,0.8,-0.2,0.4,-0.3
4.84,0.8,-0.2,0.4,-0.3
4.848,0.8,-0.2,0.4,-0.3
4.856,0.8,-0.2,0.4,-0.3
4.864,0.8,-0.2,0.4,-0.3
4.872,0.8,-0.2,0.4,-0.3
4.88,0.8,-0.2,0.4,-0.3
4.888,0.8,-0.2,0.4,-0.3
4.896,0.8,-0.2,0.4,-0.3
4.904,0.8,-0.2,0.4,-0.3
4.912,0.8,-0.2,0.4,-0.3
4.92,0.8,-0.2,0.4,-0.3
4.928,0.8,-0.2,0.4,-0.3
4.936,0.8,-0.2,0.4,-0.3
4.944,0.8,-0.2,0.4,-0.3
4.952,0.8,-0.2,0.4,-0.3
4.96,0.8,-0.2,0.4,-0.3
4.968,0.8,-0.2,0.4,-0.3
4.976,0.8,-0.2,0.4,-0.3
4.984,0.8,-0.2,0.4,-0.3
4.992,0.8,-0.2,0.4,-0.3
5.0,0.8,-0.2,0.4,-0.3
5.008,0.8,-0.2,0.4,-0.3
5.016,0.8,-0.2,0.4,-0.3
5.024,0.8,-0.2,0.4,-0.3
5.032,0.8,-0.3,0.5,-0.2
5.04,0.8,-0.3,0.5,-0.2
5.048,0.8,-0.3,0.5,-0.2
5.056,0.8,-0.3,0.5,-0.2
5.064,0.8,-0.3,0.5,-0.2
5.072,0.8,-0.3,0.5,-0.2
5.08,0.8,-0.3,0.5,-0.2
5.088,0.8,-0.3,0.5,-0.2
5.096,0.8,-0.3,0.5,-0.2
5.104,0.8,-0.3,0.5,-0.2
5.112,0.8,-0.3,0.5,-0.2
5.12,0.8,-0.3,0.5,-0.2
5.128,0.8,-0.3,0.5,-0.2
5.136,0.7166666666666592,-0.38333333333334074,0.5,-0.2
5.144,0.7,-0.4,0.5,-0.2
5.152,0.7,-0.4,0.5,-0.1974358974358977
5.16,0.7,-0.4,0.5,-0.18717948717948737
5.168,0.7,-0.4,0.5,-0.17692307692307702
5.176,0.7,-0.4,0.5,-0.16666666666666669
5.184,0.7,-0.4,0.5,-0.15641025641025633
5.192,0.7,-0.4,0.5,-0.146153846153846
5.2,0.7,-0.4,0.5,-0.13589743589743564
5.208,0.7,-0.4,0.5,-0.1256410256410253
5.216,0.7,-0.4,0.5,-0.11538461538461495
5.224,0.7,-0.4,0.5,-0.1051282051282046
5.232,0.7,-0.5,0.5,-0.1
5.24,0.7,-0.5,0.5,-0.1
5.248,0.7,-0.5,0.5,-0.1
5.256,0.7,-0.5,0.5,-0.1
5.264,0.7,-0.5,0.5,-0.1
5.272,0.7,-0.5,0.5,-0.1
5.28,0.7,-0.5,0.5,-0.1
5.288,0.7,-0.5,0.5,-0.1
5.296,0.7,-0.5,0.5,-0.1
5.304,0.7,-0.5,0.5,-0.1
5.312,0.7,-0.5,0.5,-0.1
5.32,0.7,-0.5,0.5,-0.1
5.328,0.7,-0.5,0.5,-0.1
5.336,0.7,-0.5,0.5,-0.1
5.344,0.7,-0.5,0.5,-0.1
5.352,0.7,-0.5,0.5,-0.1
5.36,0.7,-0.5,0.5,-0.1
5.368,0.7,-0.5,0.5,-0.1
5.376,0.7,-0.5,0.5,-0.1
5.384,0.7,-0.5,0.5,-0.1
5.392,0.7,-0.5,0.5,-0.1
5.4,0.7,-0.5,0.5,-0.1
5.408,0.7,-0.5,0.5,-0.1
5.416,0.7,-0.5,0.5,-0.1
5.424,0.7,-0.5,0.5,-0.1
5.432,0.7,-0.5,0.5,-0.1
5.44,0.7,-0.4,0.5,-0.2
5.448,0.7,-0.40777777777777846,0.5,-0.1922222222222216
5.456,0.7,-0.41666666666666735,0.5,-0.18333333333333268
5.464,0.7,-0.42555555555555624,0.5,-0.17444444444444376
5.472,0.7,-0.4344444444444452,0.5,-0.16555555555555487
5.48,0.7,-0.4433333333333341,0.5,-0.15666666666666595
5.488,0.7,-0.45222222222222297,0.5,-0.14777777777777704
5.496,0.7,-0.4611111111111119,0.5,-0.13888888888888812
5.5040000000000004,0.7,-0.4700000000000008,0.5,-0.12999999999999923
5.5120000000000005,0.7,-0.4788888888888897,0.5,-0.12111111111111031
5.5200000000000005,0.7,-0.48777777777777864,0.5,-0.11222222222222139
5.5280000000000005,0.7,-0.49666666666666753,0.5,-0.10333333333333249
5.5360000000000005,0.7,-0.5,0.5,-0.1
5.5440000000000005,0.7,-0.5,0.5,-0.1
5.5520000000000005,0.7,-0.5,0.5,-0.1
5.5600000000000005,0.7,-0.5,0.5,-0.1
5.5680000000000005,0.7,-0.5,0.5,-0.1
5.5760000000000005,0.7,-0.5,0.5,-0.1
5.5840000000000005,0.7,-0.5,0.5,-0.1
5.5920000000000005,0.7,-0.5,0.5,-0.1
5.6000000000000005,0.7,-0.5,0.5,-0.1
5.6080000000000005,0.7,-0.5,0.5,-0.1
5.6160000000000005,0.7,-0.5,0.5,-0.1
5.6240000000000006,0.6857142857142803,-0.5142857142857197,0.5,-0.1
5.632,0.6,-0.6,0.5,-0.1
5.64,0.6,-0.6,0.5,0.0
5.648,0.6,-0.6,0.5,0.0
5.656,0.6,-0.6,0.5,0.0
5.664,0.6,-0.6,0.5,0.0
5.672,0.6,-0.6,0.5,0.0
5.68,0.6,-0.6,0.5,0.0
5.688,0.6,-0.6,0.5,0.0
5.696,0.6,-0.6,0.5,0.0
5.704,0.6,-0.6,0.5,0.0
5.712,0.6,-0.6,0.5,0.0
5.72,0.6,-0.6,0.5,0.0
5.728,0.6,-0.6,0.5,0.0
5.736,0.6,-0.6,0.5,0.0
5.744,0.6,-0.6,0.5,0.0
5.752,0.6,-0.6,0.5,0.0
5.76,0.6,-0.6,0.5,0.0
5.768,0.6,-0.6,0.5,0.0
5.776,0.6,-0.6,0.5,0.0
5.784,0.6,-0.6,0.5,0.0
5.792,0.6,-0.6,0.5,0.0
5.8,0.6,-0.6,0.5,0.0
5.808,0.6,-0.6,0.5,0.0
5.816,0.6,-0.6,0.5,0.0
5.824,0.6,-0.6,0.5,0.0
5.832,0.6,-0.6,0.5,0.0
5.84,0.6,-0.6,0.5,0.0
5.848,0.6,-0.6,0.5,0.0
5.856,0.6,-0.6,0.5,0.0
5.864,0.6,-0.6,0.5,0.0
5.872,0.6,-0.6,0.5,0.0
5.88,0.6,-0.6,0.5,0.0
5.888,0.6,-0.6,0.5,0.0
5.896,0.6,-0.6,0.5,0.0
5.904,0.6,-0.6,0.5,0.0
5.912,0.6,-0.6,0.5,0.0
5.92,0.6,-0.6,0.5,0.0
5.928,0.6,-0.6,0.5,0.0
5.936,0.6,-0.6,0.5,0.0
5.944,0.6,-0.6,0.5,0.0
5.952,0.6,-0.6,0.5,0.009302325581395326
5.96,0.6,-0.6,0.5,0.018604651162790652
5.968,0.6,-0.6,0.5,0.027906976744185977
5.976,0.6,-0.6,0.5,0.037209302325581305
5.984,0.6,-0.6,0.5,0.046511627906976626
5.992,0.6,-0.6,0.5,0.055813953488371953
6.0,0.6,-0.6,0.5,0.06511627906976727
6.008,0.6,-0.6,0.5,0.07441860465116261
6.016,0.6,-0.6,0.5,0.08372093023255793
6.024,0.6,-0.6,0.5,0.09302325581395325
6.032,0.6,-0.6,0.5,0.1
6.04,0.6,-0.6888888888888856,0.5,0.1
6.048,0.6,-0.7,0.5,0.1
6.056,0.6,-0.7,0.5,0.1
6.064,0.6,-0.7,0.5,0.1
6.072,0.6,-0.7,0.5,0.1
6.08,0.6,-0.7,0.5,0.1
6.088,0.6,-0.7,0.5,0.1
6.096,0.6,-0.7,0.5,0.1
6.104,0.6,-0.7,0.5,0.1
6.112,0.6,-0.7,0.5,0.1
6.12,0.6,-0.7,0.5,0.1
6.128,0.6,-0.7,0.5,0.1
6.136,0.6,-0.7,0.5,0.1
6.144,0.6,-0.7,0.5,0.1
6.152,0.6,-0.7,0.5,0.1
6.16,0.6,-0.7,0.5,0.1
6.168,0.6,-0.7,0.5,0.1
6.176,0.6,-0.687499999999999,0.5,0.1
6.184,0.6,-0.6732142857142847,0.5,0.1
6.192,0.6,-0.6589285714285704,0.5,0.1
6.2,0.6,-0.6446428571428561,0.5,0.1
6.208,0.6,-0.6303571428571418,0.5,0.1
6.216,0.6,-0.6160714285714275,0.5,0.1
6.224,0.6,-0.6017857142857133,0.5,0.1
6.232,0.6,-0.6,0.5,0.1
6.24,0.6,-0.6,0.5,0.1
6.248,0.6,-0.6,0.5,0.0
6.256,0.6,-0.6,0.5,0.0
6.264,0.6,-0.6,0.5,0.0
6.272,0.6,-0.6,0.5,0.0
6.28,0.6,-0.6,0.5,0.0
6.288,0.6,-0.6,0.5,0.0
6.296,0.6,-0.6,0.5,0.0
6.304,0.6,-0.6,0.5,0.0
6.312,0.6,-0.6,0.5,0.0
6.32,0.6,-0.6,0.5,0.0
6.328,0.6333333333333432,-0.6,0.5,0.0
6.336,0.7,-0.5,0.5,0.0
6.344,0.7,-0.5,0.5,0.0
6.352,0.7,-0.5,0.5,0.0
6.36,0.7,-0.5,0.5,0.0
6.368,0.7,-0.5,0.5,0.0
6.376,0.7,-0.5,0.5,0.0
6.384,0.7,-0.5,0.5,0.0
6.392,0.7,-0.5,0.5,0.0
6.4,0.7,-0.5,0.5,0.0
6.408,0.7,-0.5,0.5,0.0
6.416,0.7,-0.5,0.5,0.0
6.424,0.7,-0.5,0.5,0.0
6.432,0.7,-0.5,0.5,0.0
6.44,0.6,-0.6,0.5,0.1
6.448,0.6,-0.6,0.5,0.1
6.456,0.6,-0.6,0.5,0.1
6.464,0.6,-0.6,0.5,0.1
6.472,0.6,-0.6,0.5,0.1
6.48,0.6,-0.6,0.5,0.1
6.488,0.6,-0.6,0.5,0.1
6.496,0.6,-0.6,0.5,0.1
6.5040000000000004,0.6,-0.6,0.5,0.1
6.5120000000000005,0.6,-0.6,0.5,0.1
6.5200000000000005,0.6,-0.6,0.5,0.1
6.5280000000000005,0.6,-0.6,0.5,0.1
6.5360000000000005,0.6,-0.6,0.5,0.1
6.5440000000000005,0.6,-0.6,0.5,0.1
6.5520000000000005,0.6,-0.6333333333333432,0.5,0.1
6.5600000000000005,0.5,-0.7,0.5,0.2
6.5680000000000005,0.5,-0.7,0.5,0.2
6.5760000000000005,0.5,-0.7,0.5,0.2
6.5840000000000005,0.5,-0.7,0.5,0.2
6.5920000000000005,0.5,-0.7,0.5,0.2
6.6000000000000005,0.5,-0.7,0.5,0.2
6.6080000000000005,0.5,-0.7,0.5,0.2
6.6160000000000005,0.5,-0.7,0.5,0.2
6.6240000000000006,0.5,-0.7,0.5,0.2
6.632000000000001,0.5,-0.7,0.5,0.14999999999997782
6.640000000000001,0.6,-0.6954022988505741,0.5,0.1
6.648000000000001,0.6,-0.6862068965517235,0.5,0.1
6.656000000000001,0.6,-0.6770114942528729,0.5,0.1
6.664,0.6,-0.6678160919540234,0.5,0.1
6.672,0.6,-0.6586206896551727,0.5,0.1
6.68,0.6,-0.6494252873563221,0.5,0.1
6.688,0.6,-0.6402298850574715,0.5,0.1
6.696,0.6,-0.631034482758621,0.5,0.1
6.704,0.6,-0.6218390804597703,0.5,0.1
6.712,0.6,-0.6126436781609197,0.5,0.1
6.72,0.6,-0.6034482758620691,0.5,0.1
6.728,0.6,-0.6,0.5,0.1
6.736,0.7,-0.5,0.5,0.0
6.744,0.7,-0.5,0.5,0.0
6.752,0.7,-0.5,0.5,0.0
6.76,0.7,-0.5,0.5,0.0
6.768,0.7,-0.5,0.5,0.0
6.776,0.7,-0.5,0.5,0.0
6.784,0.7,-0.5,0.5,0.0
6.792,0.7,-0.5,0.5,0.0
6.8,0.7,-0.5,0.5,0.0
6.808,0.7,-0.5,0.5,0.0
6.816,0.7,-0.5,0.5,0.0
6.824,0.7,-0.5,0.5,0.0
6.832,0.7,-0.5,0.5,0.0
6.84,0.6971153846153845,-0.5028846153846155,0.5,0.0028846153846154915
6.848,0.6894230769230768,-0.5105769230769232,0.5,0.010576923076923185
6.856,0.681730769230769,-0.5182692307692309,0.5,0.018269230769230878
6.864,0.6740384615384614,-0.5259615384615386,0.5,0.02596153846153857
6.872,0.6663461538461537,-0.5336538461538463,0.5,0.03365384615384626
6.88,0.658653846153846,-0.5413461538461539,0.5,0.041346153846153956
6.888,0.6509615384615384,-0.5490384615384616,0.5,0.04903846153846165
6.896,0.6432692307692306,-0.5567307692307694,0.5,0.05673076923076934
6.904,0.6355769230769229,-0.564423076923077,0.5,0.06442307692307704
6.912,0.6278846153846153,-0.5721153846153847,0.5,0.07211538461538473
6.92,0.6201923076923076,-0.5798076923076924,0.5,0.07980769230769243
6.928,0.6124999999999998,-0.5875000000000001,0.5,0.08750000000000012
6.936,0.6048076923076922,-0.5951923076923078,0.5,0.09519230769230781
6.944,0.6,-0.6,0.5,0.1
6.952,0.6,-0.6,0.5,0.1
6.96,0.6,-0.6102564102564102,0.5,0.1
6.968,0.6,-0.6205128205128204,0.5,0.1
6.976,0.6,-0.6307692307692306,0.5,0.1
6.984,0.6,-0.6410256410256409,0.5,0.1
6.992,0.6,-0.6512820512820511,0.5,0.1
7.0,0.6,-0.6615384615384613,0.5,0.1
7.008,0.6,-0.6717948717948715,0.5,0.1
7.016,0.6,-0.6820512820512817,0.5,0.1
7.024,0.6,-0.6923076923076921,0.5,0.1
7.032,0.6,-0.7,0.5,0.2
7.04,0.6,-0.7,0.5,0.1
7.048,0.6,-0.6948717948717943,0.5,0.1
7.056,0.6,-0.6846153846153841,0.5,0.1
7.064,0.6,-0.6743589743589739,0.5,0.1
7.072,0.6,-0.6641025641025636,0.5,0.1
7.08,0.6,-0.6538461538461534,0.5,0.1
7.088,0.6,-0.6435897435897432,0.5,0.1
7.096,0.6,-0.6333333333333329,0.5,0.1
7.104,0.6,-0.6230769230769226,0.5,0.1
7.112,0.6,-0.6128205128205124,0.5,0.1
7.12,0.6,-0.6025641025641022,0.5,0.1
7.128,0.6,-0.6,0.5,0.1
7.136,0.63636363636364,-0.5636363636363599,0.5,0.06363636363635997
7.144,0.7,-0.5,0.5,0.0
7.152,0.7,-0.5,0.5,0.0
7.16,0.7,-0.5,0.5,0.0
7.168,0.7,-0.5,0.5,0.0
7.176,0.7,-0.5,0.5,0.0
7.184,0.7,-0.5,0.5,0.0
7.192,0.7,-0.5,0.5,0.0
7.2,0.7,-0.5,0.5,0.0
7.208,0.7,-0.5,0.5,0.0
7.216,0.7,-0.5,0.5,0.0
7.224,0.7,-0.5,0.5,0.0
7.232,0.7,-0.5,0.5,0.0
7.24,0.7,-0.5,0.5,0.0
7.248,0.7,-0.5,0.5,0.0
7.256,0.7,-0.5,0.5,0.0
7.264,0.7,-0.5,0.5,0.0
7.272,0.7,-0.5,0.5,0.0
7.28,0.7,-0.5,0.5,0.0
7.288,0.7,-0.5,0.5,0.0
7.296,0.7,-0.5,0.5,0.0
7.304,0.7,-0.5,0.5,0.0
7.312,0.7,-0.5,0.5,0.0
7.32,0.7,-0.5,0.5,0.0
7.328,0.7,-0.5,0.5,0.0
7.336,0.7,-0.5,0.5,0.0
7.344,0.7,-0.5,0.5,0.050000000000005554
7.352,0.7,-0.5,0.5,0.1
7.36,0.7,-0.5,0.5,0.1
7.368,0.7,-0.5,0.5,0.1
7.376,0.7,-0.5,0.5,0.1
7.384,0.7,-0.5,0.5,0.1
7.392,0.7,-0.5,0.5,0.1
7.4,0.7,-0.5,0.5,0.1
7.408,0.7,-0.5,0.5,0.1
7.416,0.7,-0.5,0.5,0.1
7.424,0.7,-0.5,0.5,0.1
7.432,0.7,-0.5,0.5,0.1
7.44,0.7,-0.5,0.5,0.1
7.448,0.7,-0.5,0.5,0.1
7.456,0.7,-0.5,0.5,0.0
7.464,0.7,-0.5,0.5,0.0
7.472,0.7,-0.5,0.5,0.0
7.48,0.7,-0.5,0.5,0.0
7.488,0.7,-0.5,0.5,0.0
7.496,0.7,-0.5,0.5,0.0
7.5040000000000004,0.7,-0.5,0.5,0.0
7.5120000000000005,0.7,-0.5,0.5,0.0
7.5200000000000005,0.7,-0.5,0.5,0.0
7.5280000000000005,0.7,-0.5,0.5,0.1
7.5360000000000005,0.6999999999999992,-0.5000000000000008,0.5,0.1
7.5440000000000005,0.6927927927927919,-0.507207207207208,0.5,0.1
7.5520000000000005,0.6855855855855848,-0.5144144144144152,0.5,0.1
7.5600000000000005,0.6783783783783777,-0.5216216216216223,0.5,0.1
7.5680000000000005,0.6711711711711705,-0.5288288288288294,0.5,0.1
7.5760000000000005,0.6639639639639633,-0.5360360360360367,0.5,0.1
7.5840000000000005,0.6567567567567562,-0.5432432432432438,0.5,0.1
7.5920000000000005,0.649549549549549,-0.5504504504504509,0.5,0.1
7.6000000000000005,0.6423423423423418,-0.5576576576576582,0.5,0.1
7.6080000000000005,0.6351351351351346,-0.5648648648648653,0.5,0.1
7.6160000000000005,0.6279279279279275,-0.5720720720720724,0.5,0.1
7.6240000000000006,0.6207207207207203,-0.5792792792792797,0.5,0.1
7.632000000000001,0.6135135135135131,-0.5864864864864868,0.5,0.1
7.640000000000001,0.606306306306306,-0.593693693693694,0.5,0.1
7.648000000000001,0.6,-0.6,0.5,0.1
7.656000000000001,0.6,-0.6,0.5,0.1
7.664000000000001,0.6,-0.6,0.5,0.1
7.672000000000001,0.6,-0.6,0.5,0.1
7.68,0.6,-0.6,0.5,0.1
7.688,0.6,-0.6,0.5,0.1
7.696,0.6,-0.6,0.5,0.1
7.704,0.6,-0.6,0.5,0.1
7.712,0.6,-0.6,0.5,0.1
7.72,0.6,-0.6,0.5,0.1
7.728,0.6,-0.6,0.5,0.1
7.736,0.6,-0.6,0.5,0.1
7.744,0.6,-0.6,0.5,0.1
7.752,0.6,-0.6,0.5,0.1
7.76,0.6,-0.6,0.5,0.1
7.768,0.6,-0.6,0.5,0.1
7.776,0.6,-0.6,0.5,0.1
7.784,0.6,-0.6,0.5,0.1
7.792,0.6,-0.6,0.5,0.1
7.8,0.6,-0.6,0.5,0.1
7.808,0.6,-0.6,0.5,0.1
7.816,0.6,-0.6,0.5,0.1
7.824,0.6,-0.6,0.5,0.1
7.832,0.6,-0.6,0.5,0.1
7.84,0.6,-0.6,0.5,0.1
7.848,0.6,-0.6,0.5,0.1
7.856,0.6,-0.6,0.5,0.1
7.864,0.6,-0.6,0.5,0.1
7.872,0.6,-0.6,0.5,0.1
7.88,0.6,-0.6,0.5,0.1
7.888,0.6,-0.6,0.5,0.1
7.896,0.6,-0.6,0.5,0.1
7.904,0.6,-0.6,0.5,0.1
7.912,0.6,-0.6,0.5,0.1
7.92,0.6,-0.6,0.5,0.1
7.928,0.6,-0.6,0.5,0.1
7.936,0.6,-0.6,0.5,0.1
7.944,0.6,-0.6,0.5,0.1
7.952,0.6,-0.6,0.5,0.1
7.96,0.6,-0.6,0.5,0.1
7.968,0.6,-0.6,0.5,0.1
7.976,0.6,-0.6,0.5,0.1
7.984,0.6,-0.6,0.5,0.1
7.992,0.6,-0.6,0.5,0.1
8.0,0.6,-0.6,0.5,0.1
8.008000000000001,0.6,-0.6,0.5,0.1
8.016,0.6,-0.6,0.5,0.1
8.024000000000001,0.6,-0.6,0.5,0.1
8.032,0.6,-0.6,0.5,0.1
8.040000000000001,0.6,-0.6,0.5,0.1
8.048,0.6,-0.6,0.5,0.1
8.056000000000001,0.6,-0.6,0.5,0.1
8.064,0.6,-0.6,0.5,0.1
8.072000000000001,0.6,-0.5999999999999802,0.6,0.1
8.08,0.6,-0.5111111111111045,0.6,0.1
8.088000000000001,0.6,-0.5,0.6,0.1
8.096,0.6,-0.5,0.6,0.1
8.104000000000001,0.6,-0.5,0.6,0.1
8.112,0.6,-0.5,0.6,0.1
8.120000000000001,0.6,-0.5,0.6,0.1
8.128,0.6,-0.5,0.6,0.1
8.136000000000001,0.6,-0.5,0.6,0.1
8.144,0.6,-0.5,0.6,0.1
8.152000000000001,0.6,-0.5,0.6,0.1
8.16,0.6,-0.5,0.6,0.1
8.168000000000001,0.6,-0.5,0.6,0.1
8.176,0.6,-0.5,0.6,0.1
8.184000000000001,0.6,-0.5,0.6,0.1
8.192,0.6,-0.5,0.6,0.1
8.2,0.6,-0.5,0.6,0.1
8.208,0.6,-0.5,0.6,0.1
8.216,0.6,-0.5,0.6,0.1
8.224,0.6,-0.5,0.6,0.1
8.232,0.6714285714285605,-0.4285714285714395,0.6,0.17142857142856055
8.24,0.7,-0.4,0.6,0.2
8.248,0.7,-0.4,0.6,0.2
8.256,0.7,-0.4,0.6,0.2
8.264,0.7,-0.4,0.6,0.2
8.272,0.7,-0.4,0.6,0.2
8.28,0.7,-0.4,0.6,0.2
8.288,0.7,-0.4,0.6,0.2
8.296,0.7,-0.4,0.6,0.2
8.304,0.7,-0.4,0.6,0.2
8.312,0.7,-0.4,0.6,0.2
8.32,0.7,-0.4,0.6,0.2
8.328,0.7,-0.4,0.6,0.2
8.336,0.7,-0.4,0.6,0.2
8.344,0.7,-0.4,0.6,0.2
8.352,0.7,-0.4,0.6,0.2
8.36,0.7,-0.4,0.6,0.2
8.368,0.7,-0.4,0.6,0.2
8.376,0.7,-0.4,0.6,0.2
8.384,0.7,-0.4,0.6,0.2
8.392,0.7,-0.4,0.6,0.2
8.4,0.7,-0.4,0.6,0.2
8.408,0.7,-0.4,0.6,0.2
8.416,0.7,-0.4,0.6,0.2
8.424,0.7,-0.4,0.6,0.2
8.432,0.7,-0.4,0.6,0.2
8.44,0.7,-0.4,0.6,0.2
8.448,0.7,-0.4,0.6,0.2
8.456,0.7,-0.4,0.6,0.2
8.464,0.7,-0.4,0.6,0.2
8.472,0.7,-0.388333333333334,0.6,0.2
8.48,0.7,-0.3749999999999993,0.6,0.2
8.488,0.7,-0.3616666666666675,0.6,0.2
8.496,0.7,-0.3483333333333328,0.6,0.2
8.504,0.7,-0.335000000000001,0.6,0.2
8.512,0.7,-0.3216666666666663,0.6,0.2
8.52,0.7,-0.30833333333333457,0.6,0.2
8.528,0.7,-0.3,0.6600000000000141,0.1399999999999858
8.536,0.7,-0.3,0.7,0.1
8.544,0.7,-0.3,0.7,0.1
8.552,0.7,-0.3,0.7,0.1
8.56,0.7,-0.3,0.7,0.1
8.568,0.7,-0.3,0.7,0.1
8.576,0.7,-0.3,0.7,0.1
8.584,0.7,-0.3,0.7,0.1
8.592,0.7,-0.3,0.7,0.1
8.6,0.7,-0.3,0.7,0.1
8.608,0.7,-0.3,0.7,0.1
8.616,0.7,-0.3,0.7,0.1
8.624,0.7,-0.3,0.6,0.1
8.632,0.7,-0.3,0.6,0.1
8.64,0.7,-0.3,0.6,0.1
8.648,0.7,-0.3,0.6,0.1
8.656,0.7,-0.3,0.6,0.1
8.664,0.7,-0.3,0.6,0.1
8.672,0.7,-0.3,0.6,0.1
8.68,0.7,-0.3,0.6,0.1
8.688,0.7,-0.3,0.6,0.1
8.696,0.7,-0.3,0.6,0.1
8.704,0.7,-0.3,0.6,0.1
8.712,0.7,-0.3,0.6,0.1
8.72,0.7,-0.3,0.6,0.1
8.728,0.7,-0.3,0.6,0.1
8.736,0.7,-0.3,0.6,0.1
8.744,0.7,-0.3,0.6,0.1
8.752,0.7,-0.3,0.6,0.1
8.76,0.7,-0.3,0.6,0.1
8.768,0.7,-0.3,0.6,0.1
8.776,0.7,-0.3,0.6,0.1
8.784,0.7,-0.3,0.6,0.1
8.792,0.7,-0.3,0.6,0.1
8.8,0.7,-0.3,0.6,0.1
8.808,0.7,-0.3,0.6,0.1
8.816,0.7,-0.3,0.6,0.1
8.824,0.7,-0.3,0.6,0.1
8.832,0.7,-0.3,0.6,0.1
8.84,0.7,-0.3,0.6,0.1
8.848,0.7,-0.3,0.6,0.1
8.856,0.7,-0.3,0.6499999999999999,0.15000000000000002
8.864,0.7,-0.3,0.7,0.2
8.872,0.7,-0.3,0.7,0.2
8.88,0.7,-0.3,0.7,0.2
8.888,0.7,-0.3,0.7,0.2
8.896,0.7,-0.3,0.7,0.2
8.904,0.7,-0.3,0.7,0.2
8.912,0.7,-0.3,0.7,0.2
8.92,0.7,-0.3,0.7,0.2
8.928,0.7,-0.3,0.7,0.2
8.936,0.602272727272728,-0.3,0.7,0.2
8.944,0.611363636363638,-0.3,0.7,0.2
8.952,0.6204545454545459,-0.3,0.7,0.2
8.96,0.629545454545456,-0.3,0.7,0.2
8.968,0.638636363636364,-0.3,0.7,0.2
8.976,0.6477272727272739,-0.3,0.7,0.2
8.984,0.656818181818182,-0.3,0.7,0.2
8.992,0.665909090909092,-0.3,0.7,0.2
9.0,0.6749999999999999,-0.3,0.7,0.2
9.008000000000001,0.68409090909091,-0.3,0.7,0.2
9.016,0.6931818181818179,-0.3,0.7,0.2
9.024000000000001,0.7,-0.3,0.7,0.2
9.032,0.7,-0.3,0.7,0.2
9.040000000000001,0.7,-0.3,0.7,0.2
9.048,0.7,-0.3,0.7,0.2
9.056000000000001,0.7,-0.3,0.7,0.2
9.064,0.7,-0.3,0.7,0.2
9.072000000000001,0.7,-0.3,0.7,0.2
9.08,0.7,-0.3,0.7,0.2
9.088000000000001,0.7,-0.3,0.7,0.2
9.096,0.7,-0.3,0.7,0.2
9.104000000000001,0.7,-0.3,0.7,0.2
9.112,0.7,-0.3,0.7,0.2
9.120000000000001,0.7,-0.3,0.7,0.2
9.128,0.7,-0.3,0.6,0.2
9.136000000000001,0.7,-0.3,0.6,0.3
9.144,0.7,-0.3,0.6,0.3
9.152000000000001,0.7,-0.3,0.6,0.3
9.16,0.7,-0.3,0.6,0.3
9.168000000000001,0.7,-0.3,0.6,0.3
9.176,0.7,-0.3,0.6,0.3
9.184000000000001,0.7,-0.3,0.6,0.3
9.192,0.7,-0.3,0.6,0.3
9.200000000000001,0.7,-0.3,0.6,0.3
9.208,0.7,-0.3,0.6,0.3
9.216000000000001,0.7,-0.3,0.6,0.3
9.224,0.7,-0.3,0.6,0.3
9.232,0.7,-0.3,0.6,0.3
9.24,0.7,-0.3,0.6,0.3
9.248,0.7,-0.3,0.6,0.3
9.256,0.7,-0.3,0.6,0.3
9.264,0.7,-0.3,0.6,0.3
9.272,0.7,-0.3,0.6,0.3
9.28,0.7,-0.3,0.6,0.3
9.288,0.7,-0.3,0.6,0.3
9.296,0.7,-0.3,0.6,0.3
9.304,0.7,-0.3,0.6,0.3
9.312,0.7,-0.3,0.6,0.3
9.32,0.7,-0.3,0.6,0.3
9.328,0.7,-0.3,0.6,0.3
9.336,0.7,-0.3,0.6,0.3
9.344,0.7,-0.3,0.6,0.3
9.352,0.7,-0.3,0.6,0.3
9.36,0.7,-0.3,0.6,0.3
9.368,0.7,-0.3,0.6,0.3
9.376,0.7,-0.3,0.6,0.3
